
 0 0.000040 
 100 0.000076 
 200 0.000194 
 300 0.000387 
 400 0.000682 
 500 0.001025 
 600 0.001537 
 700 0.002174 
 800 0.002722 
 900 0.004938 
 1000 0.004834 
 1100 0.005930 
