
 0 0.000030 
 100 0.000068 
 200 0.000187 
 300 0.000376 
 400 0.000655 
 500 0.001021 
 600 0.001469 
 700 0.002363 
 800 0.002735 
 900 0.003402 
 1000 0.004942 
 1100 0.006086 
