
 0 0.000124 
 100 0.000212 
 200 0.000531 
 300 0.000700 
 400 0.001365 
 500 0.001846 
 600 0.002393 
 700 0.004192 
 800 0.003918 
 900 0.005358 
 1000 0.005631 
 1100 0.007492 
