
 0 0.000097 
 100 0.017263 
 200 0.062776 
 300 0.138673 
 400 0.270683 
 500 0.430196 
 600 0.627580 
 700 0.874134 
 800 1.145001 
 900 1.511557 
 1000 1.880801 
 1100 2.318379 
