
 0 0.013726 
 100 0.004515 
 200 0.000431 
 300 0.000366 
 400 0.002958 
 500 0.001972 
 600 0.002399 
 700 0.004767 
 800 0.011786 
 900 0.006003 
 1000 0.007075 
 1100 0.009770 
